song_id,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength
deam_451,18.909842,0.27459487,14.834206,18.58613,20.473093,5.6388874,170.59076,175.58453,111.14007,124.54076,1.959999,0.49746686,0.89304614,1.916504,2.8623261,1.96928,27.382338,13.769318,12.458706,5.652947,0.1014542,1.4690135,1.5577207,0.642944,-4.9367495,-0.9427486,-0.029662961,-634.0417,22.525198,0.85361195,614.42395,0.30943424,1445.97,0.14714174,-63.66478,-1.2800592,1586.6614,0.15374398,-70.037506,-1.0984643,2666.9668,0.11529124,-75.69987,-0.97350305,-17.37375,-0.42180145,28.831379,0.31688407,-0.052371185,-0.53294015,-0.02460548,-0.35130927,-23.833015,35.65694,-0.08954399,-0.021032626,4.217536,3.5118916,0.19411393,0.2055007,0.08257576,0.06737077
deam_452,22.162434,0.2912285,16.47854,22.057495,27.155725,10.677185,154.12701,205.86737,73.13995,85.71485,2.638831,0.41000664,1.7377744,2.411249,3.4623334,1.7245591,35.032135,24.615534,12.611237,5.4425173,0.04718416,1.8429937,1.19817,0.6781284,0.4970889,7.063506,4.7151246,2.6809835,19.138521,0.6135176,524.83527,0.39441973,1345.288,0.15651605,-8.360431,-2.762689,1482.1646,0.16267353,-15.212002,-1.4402552,2488.3918,0.10095058,-23.18409,-0.9247246,-12.519534,-0.5165066,22.70148,0.36103,4.5735665e-05,1144.421,-0.016919116,-0.64126974,-8.083888,16.871323,-0.0026359118,-0.009526304,3.2408435,0.40008894,2.4533331,2.623668,0.034166668,0.012555432
deam_453,16.58757,0.34528095,12.072953,12.725823,23.945395,11.872441,170.9178,192.8343,176.94482,240.4571,2.5680323,0.6069482,1.1977663,2.0993059,3.8800871,2.6823208,45.843395,32.14781,22.851665,14.164521,0.1295044,1.4763538,1.3359346,0.8629459,-0.7743447,-4.1381836,4.093639,4.7806478,25.868988,0.7561429,645.6913,0.46515584,1236.4943,0.25159663,-78.62037,-0.89728045,1764.625,0.15495135,-85.748085,-0.7670441,2767.7268,0.10406177,-87.026115,-0.7472757,-21.847979,-0.3922276,30.317545,0.33173633,-0.083141305,-0.41457757,-0.017985607,-0.6813993,-13.099447,20.686497,-0.077171855,-0.012416576,3.6625972,2.7561681,0.2848387,0.47015017,0.07850574,0.068858154
deam_454,16.431726,0.26636872,13.760025,14.976781,17.084452,3.3244267,368.7895,393.1924,188.2054,286.59222,1.7503817,0.4485199,1.3038499,1.6569638,1.9104722,0.6066222,22.99635,27.24384,13.277519,7.918435,0.12585102,1.052485,2.2361252,0.63039,-4.993813,-0.57966626,17.211105,2.7753985,12.754957,1.9420108,606.46893,0.36762494,1290.2374,0.15192534,-115.32653,-0.7339206,1608.6393,0.17183176,-117.42812,-0.6948545,2620.8455,0.116515666,-118.88214,-0.6742867,-13.783475,-0.42975026,22.843727,0.29810077,-0.05454825,-0.62000173,-0.015929863,-0.39280924,-19.348812,29.958773,-0.090785764,-0.016112154,1.9768991,4.5596085,0.09429268,0.07553462,0.12514792,0.09448775
deam_455,23.628979,0.5648168,14.883282,17.285225,42.181946,27.298664,454.87823,801.79114,256.3574,670.56165,4.774278,0.22390749,3.9243863,4.8832655,5.6843424,1.7599561,22.346767,15.326913,24.670933,14.516271,0.059414204,0.92902505,1.4201093,0.5968296,-2.6502497,-1.0214213,8.925582,4.197535,-6.0977387,-3.4235952,647.51575,0.29769376,927.6445,0.34630528,-94.06532,-0.88680845,1524.9302,0.17049378,-82.77489,-1.0284779,2513.469,0.10214033,-82.465805,-1.03457,-3.1561124,-1.7521499,10.127509,0.63082,-0.07303481,-0.83914644,-0.00077523594,-11.49652,-3.119921,9.982637,-0.093621306,0.001256938,3.6847947,3.9119806,0.14994317,0.28702927,0.10652174,0.13477117
deam_456,19.899311,0.5726479,14.265061,16.005398,18.93277,4.6677084,465.58072,697.38464,178.05223,167.13446,4.0614233,0.26114374,3.0536532,4.29334,4.9777045,1.9240513,21.76497,13.605428,28.185396,24.665668,0.10376522,0.9263667,1.6974924,0.644003,-3.1225007,-0.8679006,-11.668307,-4.129045,-10.41781,-4.3064075,861.94257,0.38217697,933.6578,0.39950237,-166.15935,-0.385695,1853.7626,0.1938985,-164.79752,-0.39131868,2818.6348,0.13101622,-163.99757,-0.39609995,-9.580871,-0.78914386,17.397968,0.5090416,-0.07039596,-0.7945238,-0.0066247317,-1.5523331,-1.5066613,6.8504734,-0.0265426,-0.009506641,3.2408435,3.2896202,0.054256756,0.04716405,0.24737225,0.33599886
deam_458,15.232106,0.13464901,13.735008,14.853239,16.55124,2.8162327,181.48569,248.09131,69.32553,66.017075,1.5413098,0.6532589,0.8260736,1.288879,1.983996,1.1579225,42.51883,27.17378,14.155531,7.926279,0.09193773,0.8688578,2.2284942,0.6170139,-3.9898052,-0.9815265,13.046938,3.4954038,13.937059,2.0584722,689.62036,0.44890973,1192.6989,0.25313878,-95.49991,-0.8618992,1748.1654,0.16770335,-100.71605,-0.76721066,2754.062,0.122995816,-101.818405,-0.75041693,-19.633047,-0.35000145,27.439789,0.2689207,-0.08151435,-0.4821367,-0.015065533,-0.9212898,-15.633877,24.539843,-0.083051234,-0.0054449793,5.2386236,4.0666666,0.13557376,0.1799471,0.10297468,0.07864765
deam_459,20.199049,0.34771085,15.227385,18.839407,23.060658,7.833273,161.8121,178.39769,113.93831,196.61978,2.5537894,0.5564896,1.1188592,2.3676054,3.9713771,2.852518,28.53913,16.138107,6.8869777,4.7373543,0.06470606,2.053044,1.2155118,0.7494439,0.45976308,6.8005705,4.5255613,2.995251,20.761742,0.7497094,580.45593,0.43948948,1295.3387,0.17347787,-15.497395,-2.1296437,1595.6771,0.17587607,-25.94141,-1.1840744,2619.676,0.117593415,-29.095907,-1.0559547,-16.1025,-0.6119813,22.958374,0.53426963,-0.017667208,-1.782773,-0.019545104,-0.5645512,-7.105901,12.580077,-0.008985891,-0.01221822,2.308546,0.6002668,1.6174073,2.2793233,0.048461538,0.023808904
deam_460,27.46496,0.32094163,21.878561,25.135727,37.03916,15.160601,172.31819,124.01245,108.269775,76.11035,2.8808148,0.37930426,1.8338823,3.0681057,3.9255366,2.0916543,13.204602,10.425252,6.2318487,5.1546726,0.10240893,1.3027041,1.4451793,0.51077825,-1.8454194,-1.758627,3.6617064,5.579426,15.993848,1.1470749,566.3177,0.38855982,1357.3198,0.18228962,-11.969398,-4.2984056,1478.1399,0.14454043,-18.4341,-2.4407437,2459.3835,0.12016183,-25.891058,-1.6720252,-12.237838,-0.30488464,23.513027,0.34775317,0.059274714,1.027521,-0.027463695,-0.29194632,-12.079909,20.473,-0.04344195,-0.02480642,1.7536072,0.7781236,1.1985713,3.1622677,0.08615385,0.09567882
deam_461,20.373108,0.40656003,14.047142,19.996206,21.075655,7.028513,239.97101,543.6616,157.65231,432.84143,2.7265186,0.41603252,1.8946805,2.4477093,3.591817,1.6971364,16.704876,14.228517,7.0251007,4.753068,0.03203056,2.189147,0.73572135,0.97571564,1.2569047,3.8813655,-2.5487013,-4.0958433,6.5133495,1.7472011,490.24203,0.3904515,1270.935,0.17949292,-59.591934,-1.3001003,1465.3535,0.16226481,-62.07793,-1.1933509,2453.0999,0.10131958,-64.1006,-1.1372871,-12.253807,-0.4109501,21.041729,0.28508425,-0.047543414,-0.72181606,-0.015438077,-0.7060115,-14.448708,24.964748,-0.08166806,-0.0029176679,1.7536072,1.4222223,0.53,0.9202581,0.19653061,0.2534702
deam_462,18.954203,0.4081446,14.08798,15.185658,21.637136,7.549156,177.39662,215.34772,83.368195,123.33047,2.8899374,0.2226264,2.3883996,2.8786018,3.3470047,0.95860505,14.641596,8.283138,10.735288,6.1424503,0.06679987,1.2630993,1.3443978,0.73723656,-4.1370163,-1.38983,1.6186649,14.165298,12.215404,1.5619197,649.04974,0.35240448,1251.7699,0.19004138,-75.30922,-1.093674,1606.6737,0.18049768,-75.847694,-1.0572611,2578.5715,0.15547736,-78.22804,-1.0046463,-12.9806185,-0.50733256,22.52193,0.2647885,-0.07134335,-0.57051295,-0.013853626,-0.71237165,-12.03103,21.095999,-0.092107676,-0.007829432,3.81798,1.9559903,0.345,0.6527442,0.159875,0.23893769
deam_463,17.67284,0.24473086,15.193279,16.241817,20.055416,4.862137,76.00565,76.47827,34.23847,29.646967,4.0761037,0.20836395,3.4487891,4.0169506,4.4834423,1.0346532,31.486635,28.755047,14.283674,11.906622,0.043424387,1.6526399,0.9722658,0.7957837,0.07890613,37.062065,-8.865176,-3.1703773,3.615779,7.3012543,540.0701,0.31705737,1290.243,0.16314399,-21.33672,-1.4442799,1485.5161,0.19905941,-23.87042,-1.2819657,2485.991,0.14320786,-30.55786,-0.9538963,-13.154619,-0.36732346,22.549467,0.3115011,-0.071588024,-0.42120636,-0.023120949,-0.48845148,-7.4884505,13.916509,-0.038457908,-0.019575424,2.7968924,0.8001779,1.1975,1.4436111,0.03645161,0.014491018
deam_464,22.554878,0.29533648,18.029652,21.989054,24.053434,6.0237827,206.0706,333.37918,98.043816,97.50939,2.5739708,0.366856,1.7607211,2.353644,3.382054,1.621333,53.990158,25.372574,13.180443,5.26262,0.050177794,1.832667,1.2491711,0.70772433,0.8981029,4.538977,7.4472284,3.530774,17.931376,1.2592175,575.40564,0.33897394,1332.094,0.17917877,-17.334993,-1.5305662,1530.439,0.19032116,-26.038536,-0.9740787,2644.0408,0.13730355,-39.234238,-0.5973358,-19.834164,-0.38803187,34.98079,0.28587458,-0.046933755,-0.971506,-0.032636322,-0.38304898,-16.960148,33.72629,-0.037196662,-0.028818937,4.7724752,0.6223605,1.5664285,1.411332,0.029333333,0.009285592
deam_466,16.720911,0.37276715,13.790734,14.234354,18.217377,4.4266424,281.96954,540.88354,166.26039,258.2705,3.4446805,0.43107665,2.1740155,3.190225,4.5258455,2.35183,55.722477,47.523346,24.38899,15.922551,0.08671365,1.0416796,1.7176533,0.73558605,-3.2821846,-1.0220398,10.343186,3.561506,9.756789,2.3363616,694.7469,0.45682532,1114.2445,0.2622106,-100.68151,-0.8116137,1718.3125,0.19155815,-101.9231,-0.77326536,2700.8003,0.12299604,-101.94866,-0.77174425,-12.644382,-0.6310426,20.025732,0.4522494,-0.07602475,-0.5298491,-0.012019335,-0.85718656,-9.222864,17.211847,-0.07421269,-0.0075844275,5.327414,5.1122475,0.10082608,0.09165015,0.08801047,0.06924591
deam_467,16.800795,0.2513834,14.649881,15.180849,18.884329,4.2344475,203.92691,579.6794,91.119385,138.07808,2.2451103,0.53293216,1.1495644,2.1885567,3.125632,1.9760677,72.27497,35.891953,15.185357,5.995367,0.07475325,1.1736082,1.6156944,0.7258543,-0.8807526,-3.9713678,7.3404355,3.0737095,17.217932,1.0846529,717.6643,0.38724002,1172.299,0.2518732,-47.29689,-1.1731137,1783.8608,0.19889793,-52.567825,-1.0101459,2833.5193,0.11998853,-54.828365,-0.9500043,-17.102167,-0.5726456,25.85584,0.46002778,-0.09313642,-0.41964862,-0.014067711,-0.9105804,-12.073837,20.408308,-0.06821469,-0.00396333,3.998223,2.6023133,0.32358974,0.2709952,0.049888887,0.038166143
deam_468,15.122794,0.31599644,13.417418,14.2542305,14.551949,1.134531,139.37256,184.77962,87.43578,75.61984,0.723316,0.43676183,0.46486267,0.67545235,0.9843652,0.5195025,4.661676,4.7582374,3.434946,5.4694724,0.06628435,1.7694304,1.1546738,0.74363655,-1.5711932,-1.6660173,1.8129287,8.695638,24.01436,0.62049615,754.42303,0.22681823,1272.9375,0.17212114,-26.150629,-2.2567968,1803.7745,0.14310683,-37.049076,-1.4869026,2747.4834,0.087976374,-39.50364,-1.3803155,-21.588104,-0.36002463,28.638832,0.34109434,-0.046458967,-0.7422602,-0.038719457,-0.33704263,-33.82227,44.766,-0.14316592,-0.011572271,0.99955577,0.5561735,1.6083999,5.592417,0.2095,0.3265038
deam_469,19.310036,0.24016514,16.006943,19.925858,22.021019,6.014076,327.2129,423.76447,159.17543,246.42726,1.4213076,0.97469825,0.4010071,1.03199,2.0079632,1.6069561,54.410748,36.09371,24.046057,14.498033,0.117486686,1.3443526,2.200545,0.7786065,-0.13082577,-35.372467,20.963505,1.9868855,25.773727,1.1094636,691.37854,0.5021728,1139.0071,0.3018634,-78.55675,-0.8730111,1800.5917,0.16361798,-84.62839,-0.7469456,2804.0898,0.10797505,-85.01756,-0.7424903,-27.687475,-0.46114287,38.42054,0.37851554,-0.12693904,-0.36579096,-0.006717329,-1.3920394,-15.414694,25.132723,-0.09319781,0.0012970496,4.510109,3.6723793,0.19272728,0.1932258,0.07890756,0.09700377
deam_472,20.258373,0.60588163,12.945705,15.575356,21.266958,8.321253,201.07341,221.45737,121.12704,150.09982,1.9567045,0.33269536,1.4286896,1.956628,2.5182738,1.0895842,29.645527,16.649029,16.690287,9.032993,0.09533263,1.1839261,1.7241877,0.6479713,-2.5723228,-1.6407167,-3.2011108,-16.277311,-1.38628,-26.773321,668.3371,0.3699278,1101.6912,0.26186275,-86.18843,-0.9235276,1705.3226,0.17367493,-84.31972,-0.90700054,2729.985,0.11231204,-83.48742,-0.91891885,-12.380371,-0.7848857,19.301424,0.5532483,-0.077000394,-0.5431799,-0.01113399,-1.0495354,-10.279819,16.820776,-0.061892882,-0.011180034,6.6148725,4.6010227,0.13439614,0.16240785,0.08025641,0.07968647
deam_473,19.120892,0.3328457,13.043448,19.940166,25.006144,11.962695,171.4679,196.16013,173.72563,454.41843,3.320183,0.44198155,1.9501739,3.297924,4.7922225,2.8420486,44.3331,25.248835,21.89105,10.48896,0.062197573,1.911408,1.2807425,0.8013705,0.17297283,26.790462,-13.45487,-2.8790824,-1.3094044,-23.764988,582.10754,0.40465096,1305.8688,0.23130128,-72.65209,-1.1025089,1567.6445,0.19110666,-77.02034,-0.9842537,2595.9595,0.12378059,-80.206665,-0.920965,-16.822805,-0.50608265,27.530396,0.36628908,-0.0659915,-0.7031339,-0.014856671,-0.9074783,-8.309773,18.47706,-0.07118887,-0.0027134402,4.63929,2.4444444,0.2800909,0.43654114,0.13374999,0.15180963
deam_475,16.932455,0.37451652,12.880454,14.041397,20.482216,7.601762,273.09772,363.64117,158.1156,312.84406,3.207251,0.44525075,2.0075822,3.0057688,4.2604046,2.2528224,54.876747,36.547016,31.647003,18.360756,0.11616286,1.2452292,1.4233015,0.6795112,-4.778353,-0.7566109,-1.4836719,-28.94005,9.189846,3.616201,623.89435,0.44089532,1253.9048,0.20133229,-81.03441,-1.0441415,1661.9205,0.17934883,-87.05978,-0.90714765,2670.8066,0.12571552,-89.55134,-0.8630497,-16.939276,-0.42406723,26.26933,0.31739616,-0.054896213,-1.2187641,-0.011960138,-1.029775,-15.156363,24.646502,-0.06672164,-0.010996174,4.931142,4.4928827,0.13222772,0.11129965,0.080462426,0.06857606
deam_477,33.904675,0.27694854,24.033178,38.956856,40.978733,16.945555,539.21344,747.77374,138.25783,69.84783,3.8964968,0.45070976,2.3854928,4.3245015,5.286357,2.9008641,77.19435,52.424114,33.490818,15.954399,0.07537924,1.7326604,1.5949724,0.9500424,5.2149005,1.2785754,-10.4896755,-3.5139387,-9.326319,-3.2997322,600.6508,0.4322046,1215.5312,0.20181563,-28.610085,-1.9540676,1634.5565,0.15799296,-24.033209,-1.9628114,2569.7007,0.11159738,-22.436403,-2.1652133,-5.2315235,-2.2590146,10.689251,1.3829839,-0.008321452,-6.636741,-0.020940643,-0.8692862,-12.140146,20.530998,-0.03239273,-0.008757184,4.9056606,1.5788305,0.57929575,0.6231029,0.041454542,0.035492286
deam_478,25.647917,0.3208894,18.439516,23.123995,32.674175,14.234659,192.3687,233.09456,127.39068,164.08162,1.0019126,0.27014035,0.78786755,0.94369066,1.1807292,0.3928616,10.535523,9.20246,6.266893,5.5092154,0.10439841,1.1043622,1.6150007,0.5455944,-1.4783531,-2.015486,-9.635797,-2.2812886,10.784428,2.1102355,650.1893,0.35223836,1452.9375,0.14567758,-8.18612,-5.831753,1568.7814,0.15553318,-16.330433,-2.6274173,2554.8853,0.112133056,-24.635248,-1.6628046,-13.098285,-0.43634585,26.587654,0.26747024,0.062564455,0.8783241,-0.01901229,-0.6675639,-9.426478,24.274532,-0.007476045,-0.0049813753,2.7987561,0.8463252,1.1094736,1.8195486,0.0775,0.10771296
deam_479,26.76039,0.38055286,18.342966,22.0976,34.052715,15.709749,139.82756,189.02771,78.135,102.125465,2.1647985,0.53914255,1.3347304,1.9306815,2.8284187,1.4936883,43.517834,26.658445,14.543488,8.566479,0.058729697,1.6134493,1.1670697,0.803774,3.2235348,1.146805,7.698136,2.2156723,20.50595,0.8294677,688.62695,0.30590004,1124.193,0.2302274,-18.24174,-1.9157495,1847.2693,0.18594293,-33.404778,-0.91891056,2866.504,0.1290793,-34.461426,-0.87395966,-20.023256,-0.4706603,28.132061,0.40613848,-0.028521383,-2.6260011,-0.039767385,-0.35703072,-5.4913096,13.6306305,0.035237048,-0.023823498,2.843181,0.48932385,1.9759091,1.4302213,0.06928571,0.07977328
deam_480,19.423525,0.24581525,15.106646,17.09883,27.035503,11.928858,107.434326,91.41332,64.970184,75.71786,0.73087275,0.28055146,0.5517313,0.70254457,0.92025584,0.36852455,2.3529358,2.2013218,1.6594428,1.3475513,0.06154292,1.6795938,1.3494577,0.7867667,0.90713227,5.2342305,8.511477,1.1862727,45.341732,0.3105969,693.95825,0.28491452,1494.2073,0.16175696,-23.741758,-1.1296507,1642.7583,0.13107066,-37.048847,-0.6713456,2877.15,0.10133872,-53.497017,-0.41364786,-30.178078,-0.21924512,47.308987,0.12471119,-0.061618958,-0.4578573,-0.024458481,-0.32656664,-21.830038,40.563854,-0.0090874545,-0.012367546,0.7996446,0.044483986,22.449999,22.43,0.0,0.0
deam_481,26.818531,0.26433855,20.20822,24.099102,32.02716,11.818941,149.69444,107.358215,74.12914,59.323673,1.8403981,0.19247052,1.5056652,1.8994045,2.1456997,0.64003456,8.392476,5.728768,3.1714935,1.5142013,0.066712044,1.6846147,1.3465769,0.55400175,-0.46615922,-6.3135076,1.5905045,6.6550245,15.18706,0.71700084,598.04956,0.36864883,1407.7588,0.15827525,-0.4194967,-38.242794,1509.5608,0.17020978,-7.091515,-2.0094788,2489.0232,0.13879398,-12.93637,-1.1482832,-10.739197,-0.35593227,19.929361,0.38689354,0.034429513,0.7750252,-0.0250243,-0.4403228,-8.01714,15.049471,0.03074324,-0.014842411,3.3296337,0.08896797,11.2125,6.622134,0.02,0.0
deam_482,26.257175,0.35546494,15.699445,25.230772,34.786236,19.086792,239.95456,380.668,110.45192,88.64774,0.9506049,0.42029348,0.58570117,0.845937,1.2827544,0.69705325,5.3026094,3.5133865,1.7724017,1.2330323,0.08537761,1.4147846,1.496968,0.52069503,0.8364351,5.2143564,-0.6929962,-27.21642,22.905302,0.80959284,586.9577,0.4404543,1407.716,0.13131921,-8.116537,-5.1942196,1576.5212,0.2015951,-20.567934,-1.758946,2647.1978,0.13262077,-29.419378,-1.1831695,-16.446941,-0.2659706,29.900959,0.23728082,0.05378687,0.50500876,-0.019623136,-0.3443532,-11.401566,19.275915,0.033700194,-0.013456811,0.8662816,0.8674377,1.0987179,3.536758,0.041333333,0.019102063
deam_484,29.078957,0.49165913,14.90638,23.386978,44.83786,29.93148,1058.9126,1122.7004,245.0756,251.83765,1.4929172,0.49139202,0.8352314,1.4018699,2.0554528,1.2202214,31.562403,26.953861,14.375934,8.601049,0.14240114,1.1253353,1.7191361,0.8218334,2.0506294,2.0903664,-10.987825,-3.6654847,-0.37642744,-93.10407,846.469,0.4301913,1050.0123,0.3488532,-127.449295,-0.6290341,1902.349,0.17090559,-115.19709,-0.6980925,2896.551,0.11775567,-115.6012,-0.6895602,-17.064592,-0.73768204,27.491816,0.45001772,-0.06634392,-1.2047209,-0.017204328,-0.7046027,-14.437972,23.261185,-0.09503952,-0.012125221,4.395117,3.800845,0.12245614,0.07102299,0.13529801,0.09439813
deam_485,21.084122,0.44555542,14.097946,19.021362,21.02744,6.929493,75.70773,88.82722,81.31705,101.893364,1.6185603,0.25568873,1.3282977,1.6033976,1.9116325,0.5833348,9.737157,8.268937,6.5763946,6.304786,0.038564187,1.8027931,1.2542459,0.59679186,-0.16535005,-20.339315,-3.154196,-8.338627,16.639908,1.4353727,607.9645,0.32031357,1515.0787,0.13286611,-6.263776,-1.714733,1504.587,0.13494438,-15.252366,-0.66814536,2502.641,0.11168787,-27.561226,-0.40712377,-15.22685,-0.33199263,29.634848,0.22063981,-0.018282557,-2.2856436,-0.020853443,-0.5589408,-15.66056,35.36257,0.07186084,-0.0018257471,2.287872,0.044474095,22.449999,19.369999,0.02,0.0
deam_486,21.516062,0.27028155,14.902062,23.991833,24.324219,9.422156,318.11972,364.49722,109.85196,151.32904,3.5836186,0.18492952,3.1314528,3.4442282,3.8974113,0.76595855,20.319298,19.9652,14.745837,9.643023,0.076853395,1.9404937,1.4787003,0.6278302,-0.30787998,-13.804086,6.5163875,3.2243285,16.605608,0.87963057,550.45483,0.29321912,1340.9249,0.15442337,-51.507034,-1.4818368,1528.6779,0.15407,-57.447453,-1.2720703,2578.8577,0.10089452,-62.067482,-1.1374558,-16.275658,-0.23265246,27.579926,0.14997591,-0.07460589,-0.32112795,-0.020666547,-0.45633984,-20.232378,32.153633,-0.09074486,-0.020159433,2.5749168,2.0444446,0.3721739,0.6153363,0.11230769,0.09887733
deam_487,26.638988,0.4236899,16.857924,23.186268,33.56609,16.708166,240.27312,264.75897,241.92737,366.62903,1.9348915,0.4143846,1.3485674,1.740683,2.3865461,1.0379788,39.08644,26.479477,16.786697,13.01306,0.119348265,1.167461,1.5564247,0.66839343,0.44273016,9.958376,-8.022068,-3.9444225,3.0460284,9.161419,586.1692,0.3395516,1220.2795,0.17793097,-46.782322,-1.8512479,1658.4446,0.16260965,-51.58186,-1.5039117,2669.236,0.109720215,-54.855026,-1.3812382,-16.10748,-0.41712272,24.605715,0.35616827,-0.0012395876,-49.949036,-0.028293189,-0.35321948,-24.378284,35.00145,-0.09146563,-0.022701854,3.6625972,2.4026697,0.3150926,0.32216713,0.09930233,0.12631442
deam_488,26.204283,0.26941955,20.924988,21.09812,33.030212,12.105225,142.74933,105.65266,89.21918,99.68755,0.49861038,0.383811,0.3581641,0.46346748,0.65216875,0.29400465,1.3046567,1.3176104,0.89989376,0.7073072,0.06214643,1.8071156,1.3191811,0.56110734,2.3038936,1.2608835,1.1016104,11.138956,35.027885,0.3580211,537.0466,0.41992337,1481.4995,0.15841866,-0.16855386,-96.98049,1442.792,0.19829923,-9.822132,-1.5504404,2571.7979,0.13728811,-31.261251,-0.46203762,-14.456489,-0.41492197,37.70147,0.16773883,0.026421804,1.6967621,-0.02128154,-0.47816077,-16.917284,37.248703,0.05675497,-0.0026748176,1.154273,0.022227162,44.95,0.0,0.02,0.0
deam_489,26.72605,0.3356267,18.968262,21.979675,35.021988,16.053726,181.83543,256.8207,116.76499,141.19969,2.415938,0.21444634,2.0176275,2.4200346,2.7889795,0.77135205,12.557501,12.582731,6.004041,7.1690917,0.07005183,1.5644172,1.3539788,0.65036374,0.648915,8.239002,2.9032266,5.5958705,12.577473,1.2790135,691.7932,0.46850112,1179.1052,0.21682084,-13.884365,-3.1466427,1746.7405,0.18944421,-18.622837,-2.0714195,2728.9036,0.12642017,-20.021084,-1.9135016,-10.969387,-0.5512192,18.160925,0.37259442,0.026761945,2.4000735,-0.01517786,-0.61094505,-3.0702202,10.190928,0.034365945,-0.0080262525,1.9977803,0.7779507,1.2225714,2.046747,0.062272724,0.067684546
deam_490,23.441856,0.33099347,17.064873,21.688578,31.37588,14.311007,308.8017,362.8202,138.18698,182.67001,0.9802202,0.56153345,0.4519208,0.96148705,1.4254482,0.9735274,11.660394,16.789577,8.786839,8.256207,0.101058,1.3396175,1.6408086,0.660695,-0.7156116,-5.818086,-3.0134807,-8.574848,14.659337,1.6037558,658.10504,0.4019414,1355.2823,0.16369222,-47.91583,-1.4560598,1666.5659,0.19040805,-51.683254,-1.2415832,2688.0464,0.12752344,-55.91682,-1.1124363,-15.644345,-0.48203164,24.647367,0.3873992,0.0035194203,15.5939865,-0.017686483,-0.49163577,-15.590327,24.178102,-0.0065001226,-0.01361867,1.9977803,2.511111,0.3202655,0.5339128,0.06267326,0.06986396
deam_492,24.787714,0.39050552,16.158747,23.108925,35.671505,19.512758,373.40598,615.7553,158.18907,183.05287,1.9235547,0.27584273,1.4913118,1.8396562,2.2778707,0.78655887,22.922886,14.47628,6.668658,4.42532,0.081915565,1.5326114,1.78247,0.66236305,-2.7084508,-1.558754,2.3919563,11.871757,18.249838,1.2155105,589.80585,0.3169729,1379.2205,0.14376919,-86.41373,-1.0298362,1488.5374,0.18430789,-86.68343,-0.97604275,2629.8713,0.15881525,-94.43665,-0.8342064,-14.56893,-0.38744253,27.068739,0.28130642,-0.038358882,-1.1663913,-0.02694274,-0.39342526,-20.044643,33.896946,-0.08360958,-0.030587355,3.2652154,3.0909498,0.19194244,0.33538523,0.12857142,0.130018
